City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
223,Pevek,RU,2021-09-12 02:09:19,69.7008,170.3133,30.15,76,100,16.15,overcast clouds
224,Huarmey,PE,2021-09-12 02:09:20,-10.0681,-78.1522,62.62,88,19,9.44,few clouds
225,Karratha,AU,2021-09-12 02:09:20,-20.7377,116.8463,81.52,29,0,10.54,clear sky
226,Autazes,BR,2021-09-12 02:09:21,-3.5797,-59.1306,75.54,88,76,0.89,broken clouds
227,Dudinka,RU,2021-09-12 02:09:21,69.4058,86.1778,44.08,95,100,7.02,overcast clouds
228,Pochutla,MX,2021-09-12 02:09:22,15.7432,-96.4661,76.82,95,100,1.21,overcast clouds
229,Kavieng,PG,2021-09-12 02:09:23,-2.5744,150.7967,84.51,67,49,5.7,scattered clouds
230,Minden,DE,2021-09-12 02:09:23,52.2833,8.9167,64.04,93,100,4.61,overcast clouds
231,Araouane,ML,2021-09-12 02:09:24,18.9048,-3.5265,92.53,25,6,8.43,clear sky
232,Maracaibo,VE,2021-09-12 02:08:58,10.6317,-71.6406,81.82,76,100,7.52,overcast clouds
233,Comodoro Rivadavia,AR,2021-09-12 02:09:24,-45.8667,-67.5,55.26,76,0,2.3,clear sky
234,Fairbanks,US,2021-09-12 02:07:05,64.8378,-147.7164,57.2,46,1,0.0,haze
235,Ostrovnoy,RU,2021-09-12 02:09:25,68.0531,39.5131,39.16,82,100,16.98,overcast clouds
236,Bilibino,RU,2021-09-12 02:04:30,68.0546,166.4372,28.49,71,55,3.44,broken clouds
237,Madisonville,US,2021-09-12 02:07:57,37.3281,-87.4989,73.4,78,0,8.61,clear sky
238,Narsaq,GL,2021-09-12 02:09:25,60.9167,-46.05,44.82,69,100,23.78,moderate rain
239,Aklavik,CA,2021-09-12 02:09:26,68.2191,-135.0107,51.64,73,100,1.61,overcast clouds
240,Adoni,IN,2021-09-12 02:09:26,15.6333,77.2833,74.32,85,98,14.14,overcast clouds
241,Kurilsk,RU,2021-09-12 02:09:27,45.2333,147.8833,61.29,84,100,9.53,moderate rain
242,Arinos,BR,2021-09-12 02:09:27,-15.9169,-46.1056,76.12,24,0,0.49,clear sky
243,Smithers,CA,2021-09-12 02:09:28,54.7804,-127.1743,57.49,59,46,5.44,scattered clouds
244,Cidreira,BR,2021-09-12 02:09:29,-30.1811,-50.2056,60.26,83,0,9.71,clear sky
245,Port Blair,IN,2021-09-12 02:09:29,11.6667,92.75,82.65,81,97,18.41,overcast clouds
246,Newala,TZ,2021-09-12 02:09:30,-10.9431,39.2787,59.94,94,7,0.29,clear sky
247,Cockburn Town,TC,2021-09-12 02:09:30,21.4612,-71.1419,83.71,76,72,21.65,broken clouds
248,Nemuro,JP,2021-09-12 02:09:31,43.3236,145.575,63.23,87,100,15.59,overcast clouds
249,Kjollefjord,NO,2021-09-12 02:09:32,70.9457,27.3465,40.93,78,94,5.61,overcast clouds
250,Lalmohan,BD,2021-09-12 02:09:32,22.3384,90.7419,83.88,76,37,22.03,scattered clouds
251,Upernavik,GL,2021-09-12 02:09:33,72.7868,-56.1549,26.53,59,0,16.89,clear sky
252,Altay,CN,2021-09-12 02:09:33,47.8667,88.1167,60.76,22,0,1.83,clear sky
253,Amalapuram,IN,2021-09-12 02:05:43,16.5833,82.0167,82.78,93,100,7.83,moderate rain
254,Bengkulu,ID,2021-09-12 02:09:33,-3.8004,102.2655,80.22,76,74,2.15,broken clouds
255,Isangel,VU,2021-09-12 02:09:34,-19.55,169.2667,76.32,63,22,14.54,few clouds
256,Sitka,US,2021-09-12 02:09:35,57.0531,-135.33,57.09,88,90,3.44,moderate rain
257,Hornepayne,CA,2021-09-12 02:09:35,49.2138,-84.7705,47.35,71,33,8.14,scattered clouds
258,Katsuura,JP,2021-09-12 02:09:36,35.1333,140.3,75.31,88,100,4.07,overcast clouds
259,Namatanai,PG,2021-09-12 02:09:36,-3.6667,152.4333,84.4,70,100,8.84,light rain
260,Puerto Palomas,MX,2021-09-12 02:09:37,31.7667,-107.6167,85.33,18,1,7.63,clear sky
261,Anadyr,RU,2021-09-12 02:09:37,64.75,177.4833,36.1,93,40,13.42,scattered clouds
262,Coihueco,CL,2021-09-12 02:09:38,-36.6167,-71.8333,47.14,100,90,9.22,light rain
263,Taldan,RU,2021-09-12 02:09:38,53.6667,124.8,53.38,73,100,2.44,overcast clouds
264,Sioux Lookout,CA,2021-09-12 02:09:39,50.1001,-91.917,48.97,73,68,8.21,broken clouds
265,Eureka,US,2021-09-12 02:05:52,40.8021,-124.1637,63.18,79,7,1.01,clear sky
266,Touros,BR,2021-09-12 02:09:40,-5.1989,-35.4608,74.3,75,34,14.18,scattered clouds
267,Lebu,CL,2021-09-12 02:09:40,-37.6167,-73.65,49.28,77,100,17.52,overcast clouds
268,Zyryanka,RU,2021-09-12 02:05:42,65.75,150.85,46.96,42,65,5.57,broken clouds
269,Clyde River,CA,2021-09-12 02:09:41,70.4692,-68.5914,31.03,90,100,24.25,light snow
270,Guerrero Negro,MX,2021-09-12 02:09:41,27.9769,-114.0611,75.33,80,68,14.79,broken clouds
271,Sorland,NO,2021-09-12 02:09:42,67.667,12.6934,49.3,72,96,12.19,overcast clouds
272,Mandera,KE,2021-09-12 02:09:42,3.9366,41.867,75.69,68,56,16.49,broken clouds
273,Wanning,CN,2021-09-12 02:09:43,18.8003,110.3967,85.73,72,44,3.94,scattered clouds
274,Payo,ID,2021-09-12 02:09:44,-3.7508,103.6372,82.78,66,99,1.05,overcast clouds
275,Tazovskiy,RU,2021-09-12 02:09:44,67.4667,78.7,40.06,87,100,10.45,overcast clouds
276,Port Macquarie,AU,2021-09-12 02:09:45,-31.4333,152.9167,85.96,39,0,10.2,clear sky
277,Coquimbo,CL,2021-09-12 02:09:46,-29.9533,-71.3436,56.93,62,75,8.05,broken clouds
278,Dakar,SN,2021-09-12 02:09:46,14.6937,-17.4441,79.68,78,100,11.16,overcast clouds
279,Puerto Del Rosario,ES,2021-09-12 02:09:46,28.5004,-13.8627,74.95,88,53,11.5,broken clouds
280,Caravelas,BR,2021-09-12 02:09:47,-17.7125,-39.2481,73.54,82,0,9.19,clear sky
281,Tucuman,AR,2021-09-12 02:07:25,-26.8241,-65.2226,60.8,63,0,4.61,smoke
282,Salalah,OM,2021-09-12 02:09:48,17.0151,54.0924,78.89,83,75,2.3,broken clouds
283,Santiago Del Estero,AR,2021-09-12 02:09:48,-27.7951,-64.2615,71.8,33,0,18.95,clear sky
284,Kangaatsiaq,GL,2021-09-12 02:06:12,68.3065,-53.4641,33.93,60,4,6.31,clear sky
285,Sakleshpur,IN,2021-09-12 02:09:49,12.9667,75.7833,66.29,98,100,8.14,overcast clouds
286,Kismayo,SO,2021-09-12 02:09:50,-0.3582,42.5454,75.97,82,83,16.51,light rain
287,Silver City,US,2021-09-12 02:09:50,32.7701,-108.2803,77.63,36,75,5.75,broken clouds
288,Belmonte,BR,2021-09-12 02:09:51,-15.8631,-38.8828,75.7,83,3,8.01,clear sky
289,Lagoa,PT,2021-09-12 02:09:51,39.05,-27.9833,68.9,74,100,22.79,overcast clouds
290,Olafsvik,IS,2021-09-12 02:09:52,64.8945,-23.7142,45.63,64,100,7.72,overcast clouds
291,Samarai,PG,2021-09-12 02:09:53,-10.6167,150.6667,80.28,78,79,12.97,broken clouds
292,Roznov,RO,2021-09-12 02:09:53,46.8333,26.5167,59.4,63,64,4.79,light rain
293,San Pedro,PH,2021-09-12 02:09:54,14.35,121.0167,82.31,87,100,3.22,overcast clouds
294,Tayoltita,MX,2021-09-12 02:09:54,24.0833,-105.9333,69.12,65,13,6.71,few clouds
295,Lively,CA,2021-09-12 02:09:55,46.4334,-81.1498,63.01,91,70,9.44,broken clouds
296,Gold Coast,AU,2021-09-12 02:09:56,-28.0,153.4333,82.17,56,0,5.01,clear sky
297,Manado,ID,2021-09-12 02:08:36,1.487,124.8455,75.97,94,75,1.14,heavy intensity rain
298,Chunskiy,RU,2021-09-12 02:09:56,56.0815,99.6342,51.17,62,94,8.7,overcast clouds
299,Yulara,AU,2021-09-12 02:09:57,-25.2406,130.9889,71.44,30,0,14.97,clear sky
300,Axim,GH,2021-09-12 02:09:58,4.8699,-2.2405,75.67,91,78,5.03,broken clouds
301,Sabla,NG,2021-09-12 02:09:59,12.7525,4.7077,71.82,80,100,11.88,moderate rain
302,Tiksi,RU,2021-09-12 02:09:59,71.6872,128.8694,51.01,51,93,14.43,overcast clouds
303,Komsomolskiy,UZ,2021-09-12 02:10:00,40.4272,71.7189,65.12,45,4,4.61,clear sky
304,Namibe,AO,2021-09-12 02:10:00,-15.1961,12.1522,66.36,96,8,5.53,clear sky
305,Port Hardy,CA,2021-09-12 02:10:01,50.6996,-127.4199,58.06,83,100,8.19,overcast clouds
306,Oksfjord,NO,2021-09-12 02:10:01,70.2396,22.3479,40.12,76,100,4.16,overcast clouds
307,La Ronge,CA,2021-09-12 02:06:49,55.1001,-105.2842,48.07,60,82,4.41,broken clouds
308,Broken Hill,AU,2021-09-12 02:10:02,-31.95,141.4333,61.77,42,40,17.72,scattered clouds
309,Tete,MZ,2021-09-12 02:10:02,-16.1564,33.5867,67.71,77,83,7.4,broken clouds
310,Le Vauclin,MQ,2021-09-12 02:10:04,14.5452,-60.8388,78.85,89,20,1.14,few clouds
311,Marawi,PH,2021-09-12 02:10:05,7.9986,124.2928,74.64,68,100,1.01,overcast clouds
312,Arman,RU,2021-09-12 02:08:54,59.7,150.1667,49.08,41,74,4.43,broken clouds
313,Alice Springs,AU,2021-09-12 02:10:05,-23.7,133.8833,76.55,15,0,10.36,clear sky
314,Hasaki,JP,2021-09-12 02:10:06,35.7333,140.8333,79.09,83,100,4.72,overcast clouds
315,Tuatapere,NZ,2021-09-12 02:06:06,-46.1333,167.6833,54.82,94,100,11.32,light rain
316,Gairo,IT,2021-09-12 02:10:07,39.8497,9.5047,63.18,77,0,4.09,clear sky
317,Aswan,EG,2021-09-12 02:10:07,24.0934,32.907,78.33,39,5,11.56,clear sky
318,Kashira,RU,2021-09-12 02:10:07,54.8444,38.1669,55.74,74,99,6.6,overcast clouds
319,Raudeberg,NO,2021-09-12 02:10:08,61.9875,5.1352,56.07,91,99,8.99,overcast clouds
320,Kulhudhuffushi,MV,2021-09-12 02:10:09,6.6221,73.07,82.58,73,100,14.05,overcast clouds
321,Danielskuil,ZA,2021-09-12 02:10:09,-28.1887,23.5395,56.39,28,0,11.9,clear sky
322,Omboue,GA,2021-09-12 02:10:10,-1.5746,9.2618,75.07,87,100,5.39,light rain
323,Leningradskiy,RU,2021-09-12 02:05:28,69.3833,178.4167,28.89,92,100,21.85,light snow
324,Garissa,KE,2021-09-12 02:10:10,-0.4536,39.6401,72.55,80,26,15.59,scattered clouds
325,Ziro,IN,2021-09-12 02:10:11,27.6333,93.8333,66.4,75,69,1.99,broken clouds
326,Ancud,CL,2021-09-12 02:07:56,-41.8697,-73.8203,44.13,89,100,21.45,moderate rain
327,Chino Valley,US,2021-09-12 02:10:11,34.7575,-112.4538,85.75,34,1,8.05,clear sky
328,Finschhafen,PG,2021-09-12 02:10:12,-6.6024,147.8681,83.66,68,99,10.8,overcast clouds
329,Jishou,CN,2021-09-12 02:10:13,28.3167,109.7167,84.09,60,99,5.46,light rain
330,Dzilam Gonzalez,MX,2021-09-12 02:10:13,21.2833,-88.9333,77.09,92,100,5.61,overcast clouds
331,Umm Lajj,SA,2021-09-12 02:10:13,25.0213,37.2685,80.78,72,3,13.33,clear sky
332,Saint-Augustin,CA,2021-09-12 02:10:14,51.226,-58.6502,53.22,69,97,15.46,overcast clouds
333,Cuautepec,MX,2021-09-12 02:10:14,16.7,-99.0,75.6,92,100,1.83,overcast clouds
334,Vilcun,CL,2021-09-12 02:10:15,-38.65,-72.2333,45.34,96,100,13.8,light rain
335,Rawalpindi,PK,2021-09-12 02:10:15,33.6007,73.0679,76.23,77,50,3.4,scattered clouds
336,Carballo,ES,2021-09-12 02:10:16,43.213,-8.691,65.62,80,24,3.42,few clouds
337,Salto,UY,2021-09-12 02:06:14,-31.3833,-57.9667,57.15,88,4,10.33,clear sky
338,Jumla,NP,2021-09-12 02:10:16,29.2747,82.1838,63.64,81,74,1.48,broken clouds
339,Maydolong,PH,2021-09-12 02:10:17,11.4992,125.5011,85.96,69,100,7.92,overcast clouds
340,Abha,SA,2021-09-12 02:10:17,18.2164,42.5053,66.45,64,20,0.0,few clouds
341,Meadow Lake,US,2021-09-12 02:10:18,34.8014,-106.5436,85.68,21,5,7.54,clear sky
342,Faanui,PF,2021-09-12 02:10:18,-16.4833,-151.75,76.93,74,72,16.58,light rain
343,Saint Paul,US,2021-09-12 02:05:34,44.9444,-93.0933,71.89,61,1,6.91,clear sky
344,Acapulco,MX,2021-09-12 02:10:05,16.8634,-99.8901,82.22,83,90,2.3,overcast clouds
345,Cayenne,GF,2021-09-12 02:10:19,4.9333,-52.3333,81.09,79,0,3.0,clear sky
346,Zhanaozen,KZ,2021-09-12 02:10:20,43.3,52.8,66.02,28,0,9.08,clear sky
347,Marsh Harbour,BS,2021-09-12 02:05:28,26.5412,-77.0636,84.34,68,3,10.18,clear sky
348,Henties Bay,NA,2021-09-12 02:10:20,-22.116,14.2845,53.85,83,12,4.88,few clouds
349,Ambon,ID,2021-09-12 02:06:46,-3.6954,128.1814,84.34,84,20,3.44,few clouds
350,Darnah,LY,2021-09-12 02:10:21,32.767,22.6367,79.63,58,5,3.13,clear sky
351,Adrar,MR,2021-09-12 02:05:29,20.5022,-10.0711,88.07,34,100,11.83,overcast clouds
352,Hofn,IS,2021-09-12 02:10:21,64.2539,-15.2082,52.36,67,56,9.57,broken clouds
353,Entre Rios,BR,2021-09-12 02:07:55,-11.9419,-38.0844,67.71,98,31,3.38,scattered clouds
354,Evensk,RU,2021-09-12 02:10:22,61.95,159.2333,47.46,44,11,2.91,few clouds
355,Coxim,BR,2021-09-12 02:10:23,-18.5067,-54.76,84.87,35,15,1.28,few clouds
356,Otradnoye,RU,2021-09-12 02:10:23,59.7775,30.8181,55.45,98,100,3.24,overcast clouds
357,Yumen,CN,2021-09-12 02:10:24,40.2833,97.2,65.19,27,100,16.62,overcast clouds
358,Kutum,SD,2021-09-12 02:05:32,14.2,24.6667,75.06,67,51,2.89,broken clouds
359,Rio Grande,BR,2021-09-12 02:07:37,-32.035,-52.0986,55.94,92,0,8.79,clear sky
360,Kimbe,PG,2021-09-12 02:10:24,-5.5502,150.1429,91.56,51,86,3.62,overcast clouds
361,Sudislavl,RU,2021-09-12 02:10:25,57.8817,41.7083,50.79,98,100,5.3,light rain
362,Maniitsoq,GL,2021-09-12 02:10:26,65.4167,-52.9,39.04,44,100,10.45,overcast clouds
363,Yerbogachen,RU,2021-09-12 02:10:26,61.2767,108.0108,50.36,60,100,2.59,overcast clouds
364,Pangody,RU,2021-09-12 02:10:27,65.85,74.4859,43.18,74,100,17.67,overcast clouds
365,Boyolangu,ID,2021-09-12 02:10:27,-8.1181,111.8935,76.66,86,100,8.93,overcast clouds
366,Mayumba,GA,2021-09-12 02:10:27,-3.432,10.6554,75.22,87,100,4.68,overcast clouds
367,Bay-Khaak,RU,2021-09-12 02:10:28,51.1667,94.5,54.55,37,100,1.7,overcast clouds
368,Pavlodar,KZ,2021-09-12 02:10:28,52.3,76.95,44.4,93,0,8.95,clear sky
369,Berbera,SO,2021-09-12 02:10:29,10.4396,45.0143,92.1,35,56,24.4,broken clouds
370,Kiunga,PG,2021-09-12 02:10:29,-6.1219,141.2906,87.62,62,97,3.89,overcast clouds
371,Awbari,LY,2021-09-12 02:10:29,26.5921,12.7805,84.24,18,0,9.06,clear sky
372,Korla,CN,2021-09-12 02:10:30,41.7597,86.1469,73.72,23,100,4.47,overcast clouds
373,Port Keats,AU,2021-09-12 02:10:30,-14.25,129.55,88.92,47,25,6.13,scattered clouds
374,Morondava,MG,2021-09-12 02:10:31,-20.2833,44.2833,70.66,57,0,12.53,clear sky
375,Sao Felix Do Xingu,BR,2021-09-12 02:10:31,-6.6447,-51.995,78.71,52,10,2.1,clear sky
376,Saint-Georges,GD,2021-09-12 02:08:30,12.0564,-61.7485,82.08,78,20,17.27,few clouds
377,Latung,PH,2021-09-12 02:10:32,5.5,120.8833,82.87,77,100,12.95,heavy intensity rain
378,Lahat,ID,2021-09-12 02:10:32,-3.8,103.5333,82.81,66,100,1.25,overcast clouds
379,Guangyuan,CN,2021-09-12 02:10:33,32.442,105.823,73.33,90,100,1.86,overcast clouds
380,Mingaora,PK,2021-09-12 02:10:33,34.7758,72.3625,68.77,83,32,4.16,scattered clouds
381,Presidencia Roque Saenz Pena,AR,2021-09-12 02:10:34,-26.7852,-60.4388,69.46,45,0,9.22,clear sky
382,Thouars,FR,2021-09-12 02:10:34,46.976,-0.2151,57.7,70,32,4.27,scattered clouds
383,Voh,NC,2021-09-12 02:10:35,-20.9667,164.7,80.29,39,0,6.11,clear sky
384,Khandyga,RU,2021-09-12 02:10:35,62.6667,135.6,59.5,43,12,0.54,few clouds
385,Fortuna,US,2021-09-12 02:10:36,40.5982,-124.1573,62.91,70,20,1.01,few clouds
386,Ponta Do Sol,PT,2021-09-12 02:10:36,32.6667,-17.1,76.01,89,58,8.12,broken clouds
387,Ongandjera,NA,2021-09-12 02:10:37,-17.8833,15.0667,64.72,28,50,9.01,scattered clouds
388,Aguimes,ES,2021-09-12 02:10:37,27.9054,-15.4461,71.01,88,20,19.57,few clouds
389,Asfi,MA,2021-09-12 02:10:37,32.2994,-9.2372,74.17,59,6,5.14,clear sky
390,Avanigadda,IN,2021-09-12 02:10:38,16.0215,80.9181,80.74,84,100,9.37,overcast clouds
391,Nizhneangarsk,RU,2021-09-12 02:10:38,55.7833,109.55,46.96,77,99,4.68,overcast clouds
392,Valdivia,CL,2021-09-12 02:10:39,-39.8142,-73.2459,46.49,96,100,9.53,overcast clouds
393,Villazon,BO,2021-09-12 02:10:39,-22.0866,-65.5942,47.1,7,77,0.94,broken clouds
394,The Valley,AI,2021-09-12 02:10:39,18.217,-63.0578,84.09,75,99,19.55,overcast clouds
395,Visby,SE,2021-09-12 02:10:40,57.6409,18.296,62.85,94,100,9.22,overcast clouds
396,Erdenet,MN,2021-09-12 02:10:40,49.0333,104.0833,48.06,84,12,3.94,few clouds
397,Mizdah,LY,2021-09-12 02:09:17,31.4451,12.9801,72.16,62,0,5.73,clear sky
398,Pareora,NZ,2021-09-12 02:10:41,-44.4871,171.2132,61.14,54,100,16.64,overcast clouds
399,Thayetmyo,MM,2021-09-12 02:10:41,19.3167,95.1833,75.27,95,100,7.58,overcast clouds
400,Neuquen,AR,2021-09-12 02:10:41,-38.9516,-68.0591,68.77,14,100,28.45,overcast clouds
401,Grindavik,IS,2021-09-12 02:10:42,63.8424,-22.4338,45.07,81,0,4.61,clear sky
402,Grand Gaube,MU,2021-09-12 02:10:42,-20.0064,57.6608,71.38,72,1,7.0,clear sky
403,Bundaberg,AU,2021-09-12 02:10:43,-24.85,152.35,77.29,44,90,14.97,overcast clouds
404,Ouegoa,NC,2021-09-12 02:10:43,-20.35,164.4333,76.3,53,0,13.78,clear sky
405,Osa,RU,2021-09-12 02:10:43,57.2829,55.4567,38.43,86,73,5.55,broken clouds
406,Margate,GB,2021-09-12 02:10:44,51.3813,1.3862,60.31,77,82,3.0,broken clouds
407,Touba,CI,2021-09-12 02:10:44,8.2833,-7.6833,68.61,95,100,1.79,overcast clouds
408,Kaputa,ZM,2021-09-12 02:10:45,-8.4689,29.6619,68.59,53,4,6.55,clear sky
409,Waidhofen,DE,2021-09-12 02:10:45,48.5833,11.3333,58.21,100,75,1.14,fog
410,Vostok,RU,2021-09-12 02:10:46,46.4856,135.8833,49.12,99,100,3.06,moderate rain
411,Santa Rosa,PH,2021-09-12 02:10:46,14.3122,121.1114,83.08,89,100,4.45,overcast clouds
412,Tartus,SY,2021-09-12 02:10:46,34.889,35.8866,79.05,67,81,9.51,broken clouds
413,Kamina,CD,2021-09-12 02:10:47,-8.7386,24.9906,71.82,30,99,5.82,overcast clouds
414,Mount Pleasant,US,2021-09-12 02:10:47,32.7941,-79.8626,74.98,84,1,1.99,clear sky
415,Mbuji-Mayi,CD,2021-09-12 02:10:47,-6.15,23.6,78.48,44,100,2.95,overcast clouds
416,Carauari,BR,2021-09-12 02:10:48,-4.8828,-66.8958,74.55,90,57,2.19,broken clouds
417,Duldurga,RU,2021-09-12 02:10:48,50.6761,113.5931,48.52,94,100,4.52,light rain
418,Iqaluit,CA,2021-09-12 02:10:49,63.7506,-68.5145,36.45,60,69,10.02,broken clouds
419,Irmo,US,2021-09-12 02:05:50,34.086,-81.1832,70.25,73,1,0.0,clear sky
420,Mayskiy,RU,2021-09-12 02:10:49,47.6931,40.1025,58.41,54,100,7.05,overcast clouds
421,Coolum Beach,AU,2021-09-12 02:10:50,-26.5333,153.1,77.34,51,0,13.13,clear sky
422,Yar-Sale,RU,2021-09-12 02:10:50,66.8333,70.8333,42.51,81,100,12.77,overcast clouds
423,Preobrazheniye,RU,2021-09-12 02:10:50,42.9019,133.9064,65.46,47,0,15.1,clear sky
424,Sovetskaya Gavan,RU,2021-09-12 02:10:51,48.9723,140.2878,55.08,86,100,15.48,overcast clouds
425,Bulgan,MN,2021-09-12 02:10:51,48.8125,103.5347,49.05,80,0,3.62,clear sky
426,Calvinia,ZA,2021-09-12 02:10:52,-31.4707,19.776,52.07,41,12,2.57,few clouds
427,Ambilobe,MG,2021-09-12 02:10:52,-13.2,49.05,65.73,62,40,5.93,scattered clouds
428,Whitianga,NZ,2021-09-12 02:10:52,-36.8333,175.7,63.01,58,38,9.33,scattered clouds
429,Thompson,CA,2021-09-12 02:10:32,55.7435,-97.8558,47.01,63,100,10.67,overcast clouds
430,Havre,FR,2021-09-12 02:10:53,49.5833,0.3333,60.57,82,75,5.75,broken clouds
431,Normandin,CA,2021-09-12 02:10:53,48.8333,-72.5321,61.23,76,100,12.55,overcast clouds
432,Tondano,ID,2021-09-12 02:10:54,1.3038,124.9112,68.09,96,100,0.89,moderate rain
433,Sur,OM,2021-09-12 02:10:54,22.5667,59.5289,84.83,65,97,2.93,overcast clouds
434,Westport,US,2021-09-12 02:10:54,41.1415,-73.3579,73.22,82,1,1.01,clear sky
435,Deniliquin,AU,2021-09-12 02:10:55,-35.5333,144.9667,59.0,36,95,15.39,overcast clouds
436,Arawa,PG,2021-09-12 02:10:55,-6.2132,155.5367,88.77,59,67,6.64,broken clouds
437,Sinnamary,GF,2021-09-12 02:10:56,5.3833,-52.95,78.12,84,31,10.42,scattered clouds
438,Berlevag,NO,2021-09-12 02:10:56,70.8578,29.0864,41.74,75,98,2.59,overcast clouds
439,College,US,2021-09-12 02:10:56,64.8569,-147.8028,59.32,46,75,5.75,haze
440,Codrington,AU,2021-09-12 02:10:57,-38.2667,141.9667,51.6,75,61,12.17,light rain
441,Crotone,IT,2021-09-12 02:10:57,39.0851,17.1178,62.92,85,95,15.84,overcast clouds
442,Srednekolymsk,RU,2021-09-12 02:10:58,67.45,153.6833,41.27,42,100,5.91,overcast clouds
443,Beringovskiy,RU,2021-09-12 02:10:58,63.05,179.3167,36.66,98,100,25.75,moderate rain
444,Arambagh,IN,2021-09-12 02:10:59,22.8833,87.7833,82.6,80,20,14.34,few clouds
445,Sape,BR,2021-09-12 02:10:59,-7.0964,-35.2328,72.77,91,54,4.7,broken clouds
